City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Forsytheganj,BY,52.6333,29.7333,40.8,85,100,7.47,overcast clouds
347,Lata,PT,40.1629,-8.3327,57.0,90,100,1.01,overcast clouds
348,Amoy,CN,24.4798,118.0819,86.0,58,20,4.47,few clouds
349,Alta Floresta,BR,-9.8756,-56.0861,69.76,96,29,2.06,scattered clouds
350,Antanifotsy,MG,-19.65,47.3167,58.26,97,89,3.24,overcast clouds
351,Berezovyy,RU,51.6667,135.7,58.82,55,100,6.29,overcast clouds
352,Xapuri,BR,-10.6517,-68.5044,77.63,78,97,1.97,overcast clouds
353,Ayagoz,KZ,47.9714,80.4392,32.52,51,60,17.52,broken clouds
354,Buin,CL,-33.7333,-70.75,55.99,93,75,9.22,broken clouds
355,Jacareacanga,BR,-6.2222,-57.7528,71.71,98,38,1.03,scattered clouds
356,Edd,ER,13.9297,41.6925,86.67,52,1,16.4,clear sky
357,Tromsø,NO,69.6496,18.957,30.99,80,75,8.05,light snow
358,Uvat,RU,59.1433,68.8953,44.51,52,98,12.41,overcast clouds
359,Maragogi,BR,-9.0122,-35.2225,77.07,85,8,3.56,clear sky
360,Constitución,CL,-35.3333,-72.4167,53.46,83,22,8.37,few clouds
361,Assiut,EG,27.181,31.1837,71.6,30,0,11.5,clear sky
362,Auki,SB,-8.7676,160.7034,84.0,72,84,0.83,broken clouds
363,Kununurra,AU,-15.7667,128.7333,91.4,33,54,12.66,broken clouds
364,Sühbaatar,MN,50.2314,106.2078,35.71,59,100,12.93,overcast clouds
365,Vila Velha,BR,-20.3297,-40.2925,71.6,88,0,3.44,clear sky
366,Gondanglegi,ID,-7.7479,112.0132,86.09,55,7,7.25,clear sky
367,Leh,IN,34.1667,77.5833,28.92,64,96,4.88,overcast clouds
368,Hulan Ergi,CN,47.2042,123.6333,64.08,40,98,9.51,overcast clouds
369,Mulegé,MX,26.8833,-111.9833,66.34,51,4,5.44,clear sky
370,Safi,MA,32.2994,-9.2372,61.16,81,72,6.67,broken clouds
371,Pochutla,MX,15.7432,-96.4661,82.99,62,8,1.01,clear sky
372,Seoul,KR,37.5683,126.9778,71.6,30,0,12.66,light rain
373,Ballina,AU,-28.8667,153.5667,70.0,49,0,11.5,clear sky
374,North Bend,US,43.4065,-124.2243,51.8,76,75,6.91,broken clouds
375,Sørland,NO,67.667,12.6934,36.0,52,70,13.71,broken clouds
376,Mbini,GQ,1.574,9.6134,77.99,89,100,5.82,moderate rain
377,Sambava,MG,-14.2667,50.1667,75.9,89,90,10.51,light rain
378,Santa Isabel Rio Negro,BR,-0.4139,-65.0192,74.03,98,100,1.48,overcast clouds
379,Alice Springs,AU,-23.7,133.8833,73.99,33,0,16.11,clear sky
380,Maïné Soroa,NE,13.2114,12.0241,83.77,11,22,7.18,few clouds
381,Rafai,CF,4.95,23.9167,68.94,95,100,4.83,overcast clouds
382,Bandar,ID,2.05,99.75,75.65,93,100,1.7,overcast clouds
383,Arrondissement de Brive-la-Gaillarde,FR,45.25,1.5,45.0,28,3,3.31,clear sky
384,Alofi,NU,-19.0595,-169.9187,84.2,74,40,11.5,light rain
385,Bonnyville,CA,54.2668,-110.735,28.4,37,20,4.61,few clouds
386,Whitehorse,CA,60.7161,-135.0538,44.6,29,1,5.75,clear sky
387,Emba,KZ,48.8264,58.1442,53.29,44,100,15.21,overcast clouds
388,Pāvilosta,LV,56.8879,21.1859,37.4,93,90,16.11,overcast clouds
389,Labuhan,ID,-6.8844,112.2051,85.23,62,5,0.67,clear sky
390,Suzun,RU,53.7841,82.3116,40.96,48,6,11.81,clear sky
391,Adamovka,RU,51.5223,59.9396,50.0,55,100,12.59,overcast clouds
392,Soe,ID,-9.8607,124.284,80.24,54,31,5.68,scattered clouds
393,Sokolovo,RU,52.5318,84.7896,37.4,58,33,9.78,scattered clouds
394,Mount Gambier,AU,-37.8333,140.7667,59.0,67,90,13.8,overcast clouds
395,Atar,MR,20.5169,-13.0499,73.94,15,0,7.43,clear sky
396,Cedar City,US,37.6775,-113.0619,55.4,18,75,12.66,broken clouds
397,Colgong,IN,25.2667,87.2167,97.21,16,29,13.31,scattered clouds
398,Lincoln,US,40.8,-96.667,50.0,43,75,16.11,broken clouds
399,Iralaya,HN,15.0,-83.2333,78.64,77,8,11.16,clear sky
400,Ust'-Kulom,RU,61.6864,53.6902,41.36,89,100,7.11,overcast clouds
401,Saint-Pierre,RE,-21.3393,55.4781,77.0,78,75,12.66,moderate rain
402,Manoel Urbano,BR,-8.8389,-69.2597,72.64,96,69,2.28,broken clouds
403,Malkāpur,IN,20.8833,76.2,93.69,17,49,4.52,scattered clouds
404,Ayamé,CI,5.6083,-3.1563,76.35,95,70,2.59,broken clouds
405,Tibati,CM,6.4667,12.6333,65.48,96,100,0.34,moderate rain
406,Ürümqi,CN,43.801,87.6005,39.2,45,0,8.95,clear sky
407,Tevriz,RU,57.509,72.4042,43.0,39,0,11.97,clear sky
408,Port-Gentil,GA,-0.7193,8.7815,76.96,84,87,11.16,overcast clouds
409,Puerto Limón,CR,10.0,-83.0333,76.35,83,10,3.24,clear sky
410,Iglās,IN,27.7167,77.9333,89.19,22,61,10.4,broken clouds
411,Kruisfontein,ZA,-34.0033,24.7314,55.99,95,0,1.01,clear sky
412,Semendria,RS,44.6628,20.93,51.01,41,100,10.87,overcast clouds
413,Āsosa,ET,10.0667,34.5333,66.16,70,60,3.38,broken clouds
414,Elizabeth City,US,36.2946,-76.2511,41.0,65,1,5.75,clear sky
415,Nanortalik,GL,60.1432,-45.2371,34.83,85,42,5.19,scattered clouds
416,Semey,KZ,50.4111,80.2275,41.0,33,0,15.66,clear sky
417,Forrest City,US,35.0081,-90.7898,55.4,50,75,4.05,broken clouds
418,Cockburn Town,TC,21.4612,-71.1419,78.17,77,1,15.7,clear sky
419,Port Blair,IN,11.6667,92.75,85.71,59,97,6.02,overcast clouds
420,Sinop Province,TR,41.7711,34.8709,47.03,77,31,8.95,scattered clouds
421,Tiznit Province,MA,29.5833,-9.5,57.15,89,49,2.48,scattered clouds
422,Vila do Maio,CV,15.1333,-23.2167,68.0,77,0,16.11,clear sky
423,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,88,100,25.03,overcast clouds
424,Hay River,CA,60.8156,-115.7999,19.4,53,100,8.05,overcast clouds
425,Gemeente Wageningen,NL,51.9667,5.6667,36.0,93,20,1.14,few clouds
426,Saldanha,ZA,-33.0117,17.9442,57.2,94,0,5.75,clear sky
427,Mangawān,IN,24.6833,81.55,89.94,17,16,5.12,few clouds
428,Tezu,IN,27.9167,96.1667,91.53,34,4,5.26,clear sky
429,Bela,IN,25.9333,81.9833,93.15,16,0,6.4,clear sky
430,Amazar,RU,53.858,120.875,40.03,21,45,6.96,scattered clouds
431,Tyrma,RU,50.0833,132.1667,58.62,53,96,10.18,overcast clouds
432,San Mateo del Mar,MX,16.2,-95.0,83.93,73,39,10.45,scattered clouds
433,Sept-Îles,CA,50.2001,-66.3821,39.2,100,90,5.75,overcast clouds
434,Terrasini,IT,38.146,13.0844,59.0,94,40,6.91,scattered clouds
435,Am Timan,TD,11.0297,20.2827,86.31,32,92,4.38,overcast clouds
436,Aksu,CN,41.1231,80.2644,54.03,23,3,6.93,clear sky
437,Staunton,US,38.1496,-79.0717,37.4,60,1,4.61,clear sky
438,Tuatapere,NZ,-46.1333,167.6833,52.0,92,100,5.99,overcast clouds
439,Chaumont,FR,48.1167,5.1333,32.0,83,47,7.25,scattered clouds
440,Mossamedes,AO,-15.1961,12.1522,79.54,78,39,1.03,scattered clouds
441,Centralia,US,46.7162,-122.9543,57.2,66,20,3.4,few clouds
442,Zhuanghe,CN,39.7008,122.9911,51.91,92,100,14.34,light rain
443,Utiel,ES,39.5667,-1.2,52.0,84,75,4.61,broken clouds
444,Gorontalo,ID,0.5412,123.0595,89.02,59,92,5.26,overcast clouds
445,Paramonga,PE,-10.6667,-77.8333,67.21,88,8,6.55,clear sky
446,Carman,CA,49.4992,-98.0016,50.0,60,27,13.8,scattered clouds
447,Al Bardīyah,LY,31.7561,25.0865,61.75,68,99,15.55,overcast clouds
448,Belmopan,BZ,17.25,-88.7667,81.0,65,0,9.22,clear sky
449,Prescott,US,34.54,-112.4685,55.4,33,40,4.61,scattered clouds
450,Zhenhaicun,CN,24.2582,118.0905,86.0,58,20,4.47,few clouds
451,Khovd,MN,48.0056,91.6419,36.12,28,100,6.91,overcast clouds
452,Kānke,IN,23.4333,85.3167,84.2,54,75,7.72,haze
453,Requena,ES,39.4883,-1.1004,52.0,93,20,3.44,few clouds
454,Adré,TD,13.4667,22.2,77.7,19,63,12.41,broken clouds
455,Chake Chake,TZ,-5.2459,39.7666,76.89,86,99,10.58,light rain
456,Baños,EC,-1.4,-78.4167,48.2,93,20,4.61,few clouds
457,Wilkes-Barre,US,41.2459,-75.8813,37.99,60,90,12.66,overcast clouds
458,Mugur-Aksy,RU,50.35,90.5,21.65,65,100,4.88,overcast clouds
459,Beni Suef,EG,29.0731,31.0979,60.24,55,3,14.27,clear sky
460,Port Moresby,PG,-9.4431,147.1797,87.8,70,40,11.5,haze
461,Asău,RO,46.4333,26.4,42.01,63,68,0.49,broken clouds
462,Yuanping,CN,38.7153,112.7575,69.66,38,100,5.21,overcast clouds
463,Carballo,ES,43.213,-8.691,55.99,89,100,1.01,overcast clouds
464,Dutse,NG,11.7594,9.3392,76.96,54,64,9.04,broken clouds
465,Leningradskiy,RU,69.3833,178.4167,33.46,84,100,5.14,overcast clouds
466,Makkah al Mukarramah,SA,21.4267,39.8261,84.74,34,2,3.15,clear sky
467,Ayorou,NE,14.7308,0.9174,83.86,14,5,5.12,clear sky
468,Namtsy,RU,62.7161,129.6658,32.0,40,0,11.18,light snow
469,Vero Beach,US,27.6386,-80.3973,70.0,88,1,10.36,clear sky
470,Manuk Mangkaw,PH,4.8,119.85,83.52,68,68,7.45,broken clouds
471,Nurota,UZ,40.5614,65.6886,62.6,39,90,20.71,overcast clouds
472,Kabwe,ZM,-14.4469,28.4464,56.7,97,0,5.79,clear sky
473,Mehamn,NO,71.0357,27.8492,32.0,86,75,9.22,light rain
474,Chicama,PE,-7.8447,-79.1469,62.6,94,75,9.22,mist
475,Taltal,CL,-25.4,-70.4833,61.59,83,32,1.25,scattered clouds
476,Luján,AR,-34.5703,-59.105,71.01,93,99,8.08,overcast clouds
477,Ulladulla,AU,-35.35,150.4667,68.0,32,0,5.75,clear sky
478,San Juan de Urabá,CO,8.7592,-76.5297,80.67,85,66,8.61,broken clouds
479,Atasū,KZ,48.6814,71.6433,38.59,33,1,13.02,clear sky
480,Acaraú,BR,-2.8856,-40.12,76.51,87,14,4.74,few clouds
481,Zhovti Vody,UA,48.3473,33.5003,44.6,93,90,13.42,mist
482,Prince George,CA,53.9166,-122.753,37.99,35,1,4.61,clear sky
483,Effingham County,US,32.3669,-81.3332,50.0,71,1,3.78,clear sky
484,Blackwater,AU,-23.5833,148.8833,71.17,45,98,4.14,overcast clouds
485,Thunder Bay,CA,48.4001,-89.3168,39.2,86,1,3.44,clear sky
486,Mokhotlong,LS,-29.2894,29.0675,44.06,87,96,4.81,light rain
487,Kedrovyy,RU,56.1667,91.8167,41.0,28,0,13.42,clear sky
488,Stornoway,GB,58.2093,-6.3865,37.4,93,90,2.8,fog
489,Oddur,SO,4.1213,43.8894,75.94,76,91,8.59,overcast clouds
490,Butembo,CD,0.15,29.2833,56.71,90,100,3.4,overcast clouds
491,Palafrugell,ES,41.9174,3.1631,45.0,87,20,5.17,few clouds
492,Port Hardy,CA,50.6996,-127.4199,55.4,41,75,9.22,broken clouds
493,Shimoda,JP,34.6667,138.95,60.8,48,75,12.66,broken clouds
494,Mehrān,IR,33.1222,46.1646,64.4,36,75,6.91,broken clouds
495,Oodweyne,SO,9.4092,45.064,68.05,74,97,9.93,overcast clouds
496,Virginia Beach,US,36.8529,-75.978,46.99,57,40,6.91,scattered clouds
497,Maningrida,AU,-12.0667,134.2667,91.81,43,54,14.18,broken clouds
498,Aksarka,RU,66.5606,67.7975,35.44,99,94,13.33,overcast clouds
499,Gravdal,NO,68.1214,13.5031,34.97,58,64,13.09,broken clouds
500,Sarkand,KZ,45.41,79.9186,30.9,60,70,5.37,broken clouds
501,Moose Factory,CA,51.2585,-80.6094,30.2,69,20,4.61,few clouds
502,Christchurch,NZ,-43.5333,172.6333,68.0,48,85,3.44,overcast clouds
503,Bangassou,CF,4.7413,22.8184,69.01,98,96,1.86,moderate rain
504,Cherskiy,RU,68.75,161.3,18.16,85,95,5.12,overcast clouds
505,Bilibino,RU,68.0546,166.4372,28.58,86,96,2.1,overcast clouds
506,Mayo,US,38.8876,-76.5119,41.0,82,84,10.29,broken clouds
507,Parabel',RU,58.6978,81.4825,35.91,81,11,2.68,few clouds
508,Jambi City,ID,-1.6,103.6167,87.17,60,99,2.24,overcast clouds
509,Feodosiya,UA,45.0333,35.3833,50.49,82,4,9.95,clear sky
510,Valdosta,US,30.8327,-83.2785,50.0,76,1,5.82,clear sky
511,Quatre Cocos,MU,-20.2078,57.7625,75.0,94,75,3.44,broken clouds
512,Bulgan,MN,48.8125,103.5347,25.25,90,100,5.73,light snow
513,Antsla,EE,57.8256,26.5406,37.99,81,90,12.66,overcast clouds
514,Hualmay,PE,-11.0964,-77.6139,67.01,87,2,7.52,clear sky
515,Timmins,CA,48.4669,-81.3331,32.0,74,75,2.3,broken clouds
516,Hambantota,LK,6.1241,81.1185,84.2,84,20,5.75,few clouds
517,Koumac,NC,-20.5667,164.2833,80.17,75,99,8.19,overcast clouds
518,Kirensk,RU,57.7853,108.1119,38.16,62,38,10.38,scattered clouds
519,Hirara,JP,24.8,125.2833,77.0,78,75,18.41,broken clouds
520,Muravlenko,RU,63.7898,74.523,32.85,86,71,19.53,broken clouds
521,Igarka,RU,67.4667,86.5833,32.05,99,75,15.26,broken clouds
522,Concordia,AR,-31.393,-58.0209,68.0,83,0,5.75,clear sky
523,Sitka,US,57.0531,-135.33,48.2,57,75,0.78,broken clouds
524,Boyolangu,ID,-8.1181,111.8935,83.8,62,15,5.95,few clouds
525,Novo Aripuanã,BR,-5.1206,-60.3797,73.9,97,100,2.28,overcast clouds
526,Jishou,CN,28.3167,109.7167,68.36,87,100,4.47,overcast clouds
527,Ystad,SE,55.4297,13.8204,41.0,93,0,6.91,clear sky
528,Usinsk,RU,65.9939,57.5281,37.44,94,100,20.92,overcast clouds
529,Road Town,VG,18.4167,-64.6167,79.0,84,64,7.0,broken clouds
530,Rehoboth,NA,-23.3167,17.0833,59.86,39,7,2.35,clear sky
531,Padang,ID,-0.9492,100.3543,86.0,70,40,4.61,scattered clouds
532,Sovetskiy,RU,61.3614,63.5842,41.07,92,100,7.43,light rain
533,Verkhnyaya Inta,RU,65.9811,60.3094,40.03,81,99,16.55,overcast clouds
534,San Jerónimo,PE,-11.9472,-75.2829,44.1,94,91,2.24,overcast clouds
535,Denpasar,ID,-8.65,115.2167,87.8,66,20,9.22,few clouds
536,Løpsmarka,NO,67.3134,14.4493,35.6,64,40,10.36,light snow
537,Lewisporte,CA,49.2499,-55.0482,44.6,87,90,11.5,light rain
538,Yar-Sale,RU,66.8333,70.8333,34.52,94,98,16.26,overcast clouds
539,Shaowu,CN,27.3409,117.4831,83.34,57,69,0.25,broken clouds
540,Ulaangom,MN,49.9811,92.0667,38.17,40,100,7.99,overcast clouds
541,Saint-Joseph,RE,-21.3667,55.6167,77.0,78,75,12.66,light rain
542,Magdagachi,RU,53.45,125.8,40.06,27,67,11.5,broken clouds
543,Aras,ES,42.5617,-2.356,50.0,93,0,6.91,clear sky
544,Olafsvik,IS,64.8945,-23.7142,42.01,89,100,19.82,moderate rain
545,La Palma,US,33.8464,-118.0467,60.01,77,90,5.75,overcast clouds
546,Lagoa,PT,39.05,-27.9833,56.77,78,7,38.7,clear sky
547,Ca Mau,VN,9.1769,105.15,84.29,73,100,6.15,overcast clouds
548,Zhangjiakou,CN,40.81,114.8794,69.62,36,2,6.64,clear sky
549,San Ramon,US,37.7799,-121.978,51.01,81,1,14.97,clear sky
550,Osoyoos,CA,49.0331,-119.4524,59.0,20,0,6.91,clear sky
551,Palu,ID,-0.8917,119.8707,91.85,52,73,4.68,broken clouds
552,Caucayá,CO,-0.1934,-74.7819,73.38,96,57,2.04,broken clouds
553,Lappeenranta,FI,61.0587,28.1887,39.0,93,90,4.61,overcast clouds
554,Poya,NC,-21.35,165.15,80.2,74,95,8.75,overcast clouds
555,Sirte,LY,31.2089,16.5887,71.08,31,16,20.02,few clouds
556,Ibrā’,OM,22.6906,58.5334,84.15,22,0,4.09,clear sky
557,Roald,NO,62.5833,6.1333,37.4,56,90,8.05,overcast clouds
558,Larsnes,NO,62.2028,5.5773,35.01,89,100,4.92,overcast clouds
559,Kaeo,NZ,-35.1,173.7833,71.01,80,96,7.0,overcast clouds
560,Homer,US,59.6425,-151.5483,46.4,66,90,2.21,overcast clouds
561,Gouyave,GD,12.1646,-61.7296,80.6,78,20,24.16,few clouds
562,Redmond,US,47.674,-122.1215,55.99,73,23,3.36,few clouds
563,Brekstad,NO,63.687,9.6654,33.8,93,40,6.91,scattered clouds
564,Port Lincoln,AU,-34.7333,135.8667,64.42,56,70,10.96,broken clouds
565,Rincon,US,32.296,-81.2354,50.0,66,1,3.22,clear sky
566,Esim,GH,4.8699,-2.2405,81.16,85,87,8.34,overcast clouds
567,Samoylovka,RU,51.184,43.7081,51.03,72,98,5.28,overcast clouds
568,Paso de Carrasco,UY,-34.8603,-56.0522,66.99,77,0,12.66,clear sky
569,Itapuranga,BR,-15.5622,-49.9486,62.17,70,51,1.88,broken clouds
570,Kiryat Gat,IL,31.61,34.7642,60.01,78,0,5.7,clear sky
571,Altay,CN,47.8667,88.1167,35.06,40,40,6.71,scattered clouds
572,Kenora,CA,49.8167,-94.4337,48.2,37,20,6.91,few clouds
573,Klaksvík,FO,62.2266,-6.589,41.0,100,90,6.91,overcast clouds
574,Solnechnyy,RU,50.7214,136.6319,60.64,46,100,1.66,overcast clouds
575,Bacolod City,PH,10.6667,122.95,87.42,62,88,16.2,overcast clouds
576,Preobrazheniye,RU,42.9019,133.9064,57.02,46,100,11.27,overcast clouds
577,Zaysan,KZ,47.4667,84.8667,34.09,37,85,9.17,overcast clouds
578,Makuyuni,TZ,-4.7333,38.1,70.95,93,100,4.14,light rain
579,Batagay-Alyta,RU,67.8006,130.4114,10.72,58,89,3.09,overcast clouds
580,Bahía Honda,CU,22.9036,-83.1592,73.89,88,33,7.58,scattered clouds
581,Dubbo,AU,-32.25,148.6167,68.0,34,1,12.66,clear sky
582,Ginda,IN,30.6945,78.4932,58.06,53,94,6.31,overcast clouds
583,Tabas,IR,33.5959,56.9244,81.9,20,0,2.82,clear sky
584,Kismayo,SO,-0.3582,42.5454,80.76,82,100,9.55,light rain
585,Aplahoué,BJ,6.9333,1.6833,76.98,90,75,4.45,broken clouds
586,Grenfell,AU,-33.9,148.1667,62.98,39,14,10.54,few clouds
587,Yauya,PE,-8.9833,-77.3,49.42,83,72,2.62,light rain
588,Sheboygan,US,43.7333,-87.9334,37.4,75,1,3.44,clear sky
589,Sohag,EG,26.557,31.6948,69.8,30,0,5.75,clear sky
590,Gizo Government Station,SB,-8.103,156.8419,83.84,71,100,5.3,light rain
591,Bohodukhiv,UA,50.1647,35.5276,44.6,87,0,8.95,clear sky
592,Deming,US,32.2687,-107.7586,68.0,13,1,13.8,clear sky
593,Guatire,VE,10.4762,-66.5427,70.0,82,69,1.39,broken clouds
594,Vestmanna,FO,62.1564,-7.1664,41.0,100,90,6.91,overcast clouds
595,Marzuq,YE,14.4,46.4667,74.08,22,0,3.83,clear sky
596,San Cristobal,VE,7.7669,-72.225,68.16,66,7,1.25,clear sky
597,Bauchi,NG,10.5,10.0,80.37,49,100,4.52,overcast clouds
598,Cervo,ES,43.6702,-7.4101,41.0,100,62,6.29,broken clouds
599,Barranquilla,CO,10.9639,-74.7964,80.6,78,0,11.5,clear sky
600,Ushtobe,KZ,45.2514,77.9838,38.89,33,0,16.24,clear sky
601,Xichang,CN,27.8964,102.2634,84.09,24,0,5.17,clear sky
602,Turtas,RU,58.9417,69.1325,44.04,52,98,11.52,overcast clouds
603,Beloha,MG,-25.1667,45.05,68.5,86,0,9.53,clear sky
604,Ponta Delgada,PT,37.7333,-25.6667,59.0,72,40,34.52,scattered clouds
605,Chabahar,IR,25.2919,60.643,84.51,59,7,6.35,clear sky
606,Pangody,RU,65.85,74.4859,33.55,87,39,19.37,scattered clouds
607,Bexhill,AU,-28.7667,153.35,70.0,40,0,4.61,clear sky
608,Galion,US,40.7337,-82.7899,37.4,60,1,4.61,clear sky
609,Noumea,NC,-22.2763,166.4572,81.0,73,90,10.36,overcast clouds
610,Atambua,ID,-9.1061,124.8925,83.52,59,46,2.62,scattered clouds
611,Marabu,MY,4.4148,114.0089,87.8,66,40,8.05,scattered clouds
612,Amarante do Maranhão,BR,-5.5667,-46.7422,71.06,98,100,1.88,overcast clouds
613,Mataram,ID,-8.5833,116.1167,87.8,58,40,5.75,scattered clouds
614,Sheridan,US,44.8333,-106.9173,46.4,61,75,19.57,broken clouds
615,Meulaboh,ID,4.1363,96.1285,84.61,67,97,2.68,overcast clouds
616,Abonnema,NG,4.7084,6.7931,79.23,88,99,0.38,light rain
617,Burns Lake,CA,54.2331,-125.7533,46.4,31,5,5.75,clear sky
618,Grand Gaube,MU,-20.0064,57.6608,75.0,82,100,7.0,overcast clouds
619,Mogadishu,SO,2.0371,45.3438,82.44,76,100,7.34,light rain
620,Banda Aceh,ID,5.5577,95.3222,85.71,66,99,11.83,overcast clouds
621,Humlebæk,DK,55.9618,12.5341,42.01,81,6,1.99,clear sky
622,Dickinson,US,29.4608,-95.0513,68.0,88,90,12.66,mist
623,Arlit,NE,18.7369,7.3853,78.46,8,19,4.32,few clouds
624,Peniche,PT,39.3558,-9.3811,60.01,84,100,8.99,light rain
625,Yangi Marg`ilon,UZ,40.4272,71.7189,59.0,41,26,2.3,scattered clouds
626,Epiniana,GR,39.1429,21.6134,44.01,94,87,1.01,overcast clouds
627,Poum,NC,-20.2333,164.0167,79.18,77,100,7.74,overcast clouds
628,Ladovskaya Balka,RU,45.6297,41.4023,48.96,88,0,7.31,clear sky
629,Aklavik,CA,68.2191,-135.0107,23.0,53,90,6.91,overcast clouds
630,Kashgar,CN,39.4547,75.9797,59.0,9,0,4.47,clear sky
631,Novooleksiyivka,UA,46.2269,34.6428,48.2,76,57,7.83,broken clouds
632,Dubti,ET,11.7361,41.0853,80.96,63,39,9.82,scattered clouds
633,Matabungkay Road Locality,PH,13.9523,120.6198,85.69,65,88,13.89,overcast clouds
634,Bojonegoro,ID,-7.1502,111.8817,85.8,60,8,3.44,clear sky
635,Kuching,MY,1.55,110.3333,86.0,74,20,4.61,few clouds
636,Çan,TR,40.0333,27.0524,54.0,87,0,6.91,clear sky
637,Tirat Carmel,IL,32.7617,34.9719,60.8,77,75,2.3,broken clouds
638,Azuqueca de Henares,ES,40.5669,-3.2599,50.0,81,75,4.61,broken clouds
639,Corinth,GR,37.9407,22.9573,55.0,62,20,0.76,few clouds
640,Juba,SS,4.8517,31.5825,71.67,81,98,4.14,light rain
641,Baton Rouge,US,30.4508,-91.1545,57.2,62,1,4.61,clear sky
642,Kaka,TM,37.3482,59.6143,71.46,17,20,11.9,few clouds
643,Tūkrah,LY,32.5341,20.5791,68.07,32,37,24.29,scattered clouds
644,Kamyshlov,RU,56.8428,62.7111,50.22,52,100,13.73,overcast clouds
645,Plymouth,US,41.8334,-70.8328,41.0,41,1,11.5,clear sky
646,Yangambi,CD,0.8102,24.4336,69.69,98,100,1.25,overcast clouds
647,Long Beach,US,33.767,-118.1892,60.01,67,90,8.05,overcast clouds
648,Raudeberg,NO,61.9875,5.1352,35.01,91,96,11.59,overcast clouds
649,Lashio,MM,22.9333,97.75,95.11,21,1,4.36,clear sky
650,Broken Hill,AU,-31.95,141.4333,64.4,45,40,6.91,scattered clouds
651,Port Shepstone,ZA,-30.7414,30.455,67.28,79,81,6.53,light rain
652,Vila Franca do Campo,PT,37.7167,-25.4333,59.0,72,40,34.52,scattered clouds
653,Pontes e Lacerda,BR,-15.2261,-59.3353,74.55,74,82,2.08,broken clouds
654,Mihăeşti,RO,45.0333,24.25,45.9,85,100,2.64,overcast clouds
655,Trincomalee,LK,8.5711,81.2335,85.59,64,3,8.59,clear sky
656,Qasigiannguit,GL,68.8193,-51.1922,26.6,68,35,4.61,scattered clouds
657,Tupik,RU,54.4253,119.9327,34.23,41,3,5.59,clear sky
658,Jutaí,BR,-5.1833,-68.9,72.01,99,100,1.63,overcast clouds
659,Abaeté,BR,-19.16,-45.4458,62.89,62,2,4.25,clear sky
660,Abapó,BO,-18.8333,-63.4667,64.98,94,92,1.19,overcast clouds
661,Pingliang,CN,35.5392,106.6861,54.0,16,100,1.99,overcast clouds
662,Jumla,NP,29.2747,82.1838,56.55,41,0,3.38,clear sky
663,Kyaikkami,MM,16.08,97.5675,85.33,69,30,8.61,scattered clouds
664,Nokaneng,BW,-19.6667,22.2667,57.87,49,0,5.86,clear sky
665,Samarai,PG,-10.6167,150.6667,83.73,72,79,5.19,broken clouds
666,Silva Jardim,BR,-22.6508,-42.3917,64.65,96,24,5.08,few clouds
667,Banmankhi,IN,25.8833,87.1833,95.5,15,56,12.37,broken clouds
668,Gobabis,NA,-22.45,18.9667,55.62,44,61,6.91,broken clouds
669,Tuy Hoa,VN,13.0833,109.3,89.04,60,87,5.73,overcast clouds
670,Nicoya,CR,10.1483,-85.452,80.6,57,0,11.5,clear sky
671,Thai Binh,VN,20.45,106.3333,82.4,83,75,10.36,broken clouds
672,Puerto Maldonado,PE,-12.6,-69.1833,76.55,85,100,2.13,overcast clouds
673,Lichinga,MZ,-13.3128,35.2406,62.6,94,90,12.66,fog
674,Charagua,BO,-19.8,-63.2167,69.3,92,99,3.11,overcast clouds
675,Maumere,ID,-8.6199,122.2111,84.43,64,9,1.54,clear sky
676,Tomatlán,MX,19.9333,-105.25,70.32,79,100,0.78,overcast clouds
677,Tigil',RU,57.8,158.6667,37.92,85,100,2.89,overcast clouds
678,Charters Towers,AU,-20.1,146.2667,66.31,93,100,10.0,light rain
679,Taywarah,AF,33.35,64.4167,48.51,16,0,5.59,clear sky
680,Midyat,TR,37.4247,41.3393,68.0,76,0,3.44,clear sky
681,Dover,US,39.1582,-75.5244,39.2,48,1,4.61,clear sky
682,Yilan,TW,24.757,121.753,86.0,99,8,5.01,clear sky
683,Koregaon,IN,18.65,74.0833,86.72,27,70,2.82,broken clouds
684,Koygorodok,RU,60.445,50.9968,43.61,76,58,6.82,broken clouds
685,Palaia Fokaia,GR,37.72,23.9463,60.01,76,40,2.95,scattered clouds
686,Province of Mantua,IT,45.1667,10.7833,51.01,90,10,3.0,clear sky
687,Sukhumi,GE,43.0033,41.0153,51.76,89,78,4.0,broken clouds
688,Brae,GB,60.3964,-1.353,42.8,81,100,4.61,overcast clouds
689,Kanniyākumāri,IN,8.0833,77.5667,85.28,71,95,14.41,overcast clouds
690,Sangar,RU,63.9242,127.4739,26.6,91,100,10.96,light snow
691,Naryan-Mar,RU,67.6713,53.087,36.1,97,100,16.78,overcast clouds
692,Belaya Gora,RU,68.5333,146.4167,20.93,72,38,5.21,scattered clouds
693,Beppu,JP,33.2736,131.4919,70.0,63,75,4.61,broken clouds
694,Aswān,EG,24.0934,32.907,81.19,19,8,10.33,clear sky
695,Washougal,US,45.5826,-122.3534,62.6,48,75,2.48,broken clouds
696,Puerto Carreño,CO,6.189,-67.4859,82.89,60,14,4.99,few clouds
697,Ribeira Brava,PT,32.65,-17.0667,60.01,91,79,5.01,broken clouds
